Date,Device Category,Browser,# of Visitors,Sessions,Bounce Rate
2014-05-22T00:00:00.000,desktop,Safari,865,934,62.955
2014-05-22T00:00:00.000,mobile,Android Browser,311,381,90.8136
2014-05-22T00:00:00.000,mobile,Chrome,484,588,52.8912
2014-05-22T00:00:00.000,mobile,S40 Ovi Browser,35,35,100
2014-05-22T00:00:00.000,mobile,Safari,692,727,85.6946
2014-05-22T00:00:00.000,mobile,Safari (in-app),35,35,100
2014-05-22T00:00:00.000,tablet,Android Browser,35,35,100
2014-05-22T00:00:00.000,tablet,Safari,277,277,37.5451
2014-05-22T00:00:00.000,tablet,Safari (in-app),35,69,0
2014-05-23T00:00:00.000,desktop,Chrome,2249,2526,52.0586
2014-05-23T00:00:00.000,desktop,Firefox,1038,1107,43.7218
2014-05-23T00:00:00.000,desktop,Internet Explorer,2042,2388,49.2881
2014-05-23T00:00:00.000,desktop,Opera,35,35,0
2014-05-23T00:00:00.000,desktop,Safari,381,381,81.6273
2014-05-23T00:00:00.000,mobile,Android Browser,311,381,90.8136
2014-05-23T00:00:00.000,mobile,Chrome,311,311,55.627
2014-05-23T00:00:00.000,mobile,Internet Explorer,35,35,100
2014-05-23T00:00:00.000,mobile,Nokia Browser,35,35,0
2014-05-23T00:00:00.000,mobile,Opera Mini,35,35,0
2014-05-23T00:00:00.000,mobile,Safari,830,865,64.0462
2014-05-23T00:00:00.000,tablet,Android Browser,35,35,100
2014-05-23T00:00:00.000,tablet,Safari,484,657,36.8341
2014-05-24T00:00:00.000,desktop,Chrome,1003,1038,63.2948
2014-05-24T00:00:00.000,desktop,Firefox,381,381,54.5932
2014-05-24T00:00:00.000,desktop,Internet Explorer,657,692,55.0578
2014-05-24T00:00:00.000,desktop,Safari,138,138,50
2014-05-24T00:00:00.000,desktop,YaBrowser,35,35,0
2014-05-24T00:00:00.000,mobile,Android Browser,242,242,71.4876
2014-05-24T00:00:00.000,mobile,Chrome,208,242,100
2014-05-24T00:00:00.000,mobile,Safari,692,727,76.2036
2014-05-24T00:00:00.000,tablet,Android Browser,35,35,100
2014-05-24T00:00:00.000,tablet,Chrome,35,69,50.7246
2014-05-24T00:00:00.000,tablet,Safari,346,346,60.1156
2014-05-25T00:00:00.000,desktop,Chrome,969,1003,68.993
2014-05-25T00:00:00.000,desktop,Firefox,588,588,70.5782
2014-05-25T00:00:00.000,desktop,Internet Explorer,865,934,40.7923
2014-05-25T00:00:00.000,desktop,Safari,450,484,35.7438
2014-05-25T00:00:00.000,mobile,Android Browser,346,346,80.0578
2014-05-25T00:00:00.000,mobile,Chrome,381,484,92.9752
2014-05-25T00:00:00.000,mobile,Internet Explorer,104,104,66.3462
2014-05-25T00:00:00.000,mobile,Safari,796,796,69.598
2014-05-25T00:00:00.000,mobile,UC Browser,35,35,100
2014-05-25T00:00:00.000,tablet,Android Browser,35,35,100
2014-05-25T00:00:00.000,tablet,Safari,519,519,59.9229
2014-05-26T00:00:00.000,desktop,Chrome,1315,1453,57.1232
2014-05-26T00:00:00.000,desktop,Firefox,415,415,74.9398
2014-05-26T00:00:00.000,desktop,Internet Explorer,865,969,53.5604
2014-05-26T00:00:00.000,desktop,Safari,623,727,61.8982
2014-05-26T00:00:00.000,mobile,Android Browser,415,415,66.747
2014-05-26T00:00:00.000,mobile,BlackBerry,69,69,50.7246
2014-05-26T00:00:00.000,mobile,Chrome,415,484,71.4876
2014-05-26T00:00:00.000,mobile,Internet Explorer,35,35,100
2014-05-26T00:00:00.000,mobile,Safari,900,934,66.7024
2014-05-26T00:00:00.000,mobile,Safari (in-app),35,35,100
2014-05-26T00:00:00.000,tablet,Android Browser,35,35,100
2014-05-26T00:00:00.000,tablet,Chrome,35,35,100
2014-05-26T00:00:00.000,tablet,Safari,450,484,64.2562
2014-05-27T00:00:00.000,desktop,Chrome,2941,3391,61.2209
2014-05-27T00:00:00.000,desktop,Firefox,1003,1003,65.5035
2014-05-27T00:00:00.000,desktop,Internet Explorer,2803,3253,41.5002
2014-05-27T00:00:00.000,desktop,Safari,796,865,55.9538
2014-05-27T00:00:00.000,mobile,Android Browser,381,415,91.8072
2014-05-27T00:00:00.000,mobile,BlackBerry,35,35,0
2014-05-27T00:00:00.000,mobile,Chrome,519,554,62.4549
2014-05-27T00:00:00.000,mobile,Firefox,69,69,100
2014-05-27T00:00:00.000,mobile,Internet Explorer,35,35,0
2014-05-27T00:00:00.000,mobile,Safari,1177,1246,55.5377
2014-05-27T00:00:00.000,mobile,Safari (in-app),35,35,100
2014-05-27T00:00:00.000,tablet,Amazon Silk,35,35,100
2014-05-27T00:00:00.000,tablet,Android Browser,69,69,50.7246
2014-05-27T00:00:00.000,tablet,Safari,657,727,61.8982
2014-05-28T00:00:00.000,desktop,Camino,35,35,0
2014-05-28T00:00:00.000,desktop,Chrome,2837,3010,57.4751
2014-05-28T00:00:00.000,desktop,Firefox,865,934,44.4325
2014-05-28T00:00:00.000,desktop,IE with Chrome Frame,35,35,100
2014-05-28T00:00:00.000,desktop,Internet Explorer,2907,3253,52.1365
2014-05-28T00:00:00.000,desktop,Safari,761,761,50.0657
2014-05-28T00:00:00.000,mobile,Android Browser,381,415,74.9398
2014-05-28T00:00:00.000,mobile,Chrome,554,588,70.5782
2014-05-28T00:00:00.000,mobile,Safari,1107,1280,70.3125
2014-05-28T00:00:00.000,tablet,Android Browser,35,69,50.7246
2014-05-28T00:00:00.000,tablet,Safari,727,796,56.5327
2014-05-29T00:00:00.000,desktop,Chrome,2526,2630,52.6236
2014-05-29T00:00:00.000,desktop,Firefox,761,865,60
2014-05-29T00:00:00.000,desktop,IE with Chrome Frame,35,35,100
2014-05-29T00:00:00.000,desktop,Internet Explorer,3530,3876,51.7802
2014-05-29T00:00:00.000,desktop,Opera,35,35,0
2014-05-29T00:00:00.000,desktop,Safari,900,1003,58.6241
2014-05-29T00:00:00.000,mobile,Android Browser,415,554,68.7726
2014-05-29T00:00:00.000,mobile,Chrome,450,623,49.9197
2014-05-29T00:00:00.000,mobile,Internet Explorer,35,35,100
2014-05-29T00:00:00.000,mobile,Safari,623,657,68.4932
2014-05-29T00:00:00.000,mobile,Safari (in-app),35,35,100
2014-05-29T00:00:00.000,tablet,Android Browser,104,104,66.3462
2014-05-29T00:00:00.000,tablet,Safari,381,450,38.4444
2014-05-30T00:00:00.000,desktop,Chrome,3114,3460,65
2014-05-30T00:00:00.000,desktop,Firefox,1073,1073,61.2302
2014-05-30T00:00:00.000,desktop,Internet Explorer,2595,3045,51.133
2014-05-30T00:00:00.000,desktop,MRCHROME,35,35,100
2014-05-30T00:00:00.000,desktop,Safari,761,796,39.0704
2014-05-30T00:00:00.000,mobile,Android Browser,311,311,66.881
2014-05-30T00:00:00.000,mobile,Chrome,623,692,69.9422
2014-05-30T00:00:00.000,mobile,Firefox,104,104,66.3462
2014-05-30T00:00:00.000,mobile,Safari,1107,1142,81.7863
2014-05-30T00:00:00.000,mobile,Safari (in-app),830,830,87.5904
2014-05-30T00:00:00.000,tablet,Android Browser,104,104,33.6538
2014-05-30T00:00:00.000,tablet,Chrome,69,69,100
2014-05-30T00:00:00.000,tablet,Safari,761,865,44.0462
2014-05-30T00:00:00.000,tablet,Safari (in-app),138,138,100
2014-05-31T00:00:00.000,desktop,Chrome,1523,1557,53.3076
2014-05-31T00:00:00.000,desktop,Firefox,277,277,37.5451
2014-05-31T00:00:00.000,desktop,Internet Explorer,484,484,57.2314
2014-05-31T00:00:00.000,desktop,Mozilla Compatible Agent,35,35,100
2014-05-31T00:00:00.000,desktop,Opera,35,35,0
2014-05-31T00:00:00.000,desktop,Safari,657,657,47.3364
2014-05-31T00:00:00.000,mobile,Android Browser,346,415,74.9398
2014-05-31T00:00:00.000,mobile,Chrome,727,727,76.2036
2014-05-31T00:00:00.000,mobile,Firefox,35,35,100
2014-05-31T00:00:00.000,mobile,Internet Explorer,35,69,100
2014-05-31T00:00:00.000,mobile,Nokia Browser,35,35,0
2014-05-31T00:00:00.000,mobile,Safari,969,1107,71.9061
2014-05-31T00:00:00.000,mobile,Safari (in-app),484,484,92.9752
2014-05-31T00:00:00.000,tablet,Android Browser,69,69,50.7246
2014-05-31T00:00:00.000,tablet,Chrome,35,35,0
2014-05-31T00:00:00.000,tablet,Safari,311,311,33.4405
2014-05-31T00:00:00.000,tablet,Safari (in-app),69,69,50.7246
2014-06-01T00:00:00.000,desktop,Chrome,900,1073,51.6309
2014-06-01T00:00:00.000,desktop,Firefox,450,450,46.2222
2014-06-01T00:00:00.000,desktop,IE with Chrome Frame,35,35,100
2014-06-01T00:00:00.000,desktop,Internet Explorer,1038,1073,45.1072
2014-06-01T00:00:00.000,desktop,Safari,484,623,49.9197
2014-06-01T00:00:00.000,mobile,Android Browser,173,173,79.7688
2014-06-01T00:00:00.000,mobile,BlackBerry9630,35,35,0
2014-06-01T00:00:00.000,mobile,Chrome,311,346,80.0578
2014-06-01T00:00:00.000,mobile,Firefox,35,35,100
2014-06-01T00:00:00.000,mobile,Opera Mini,35,35,100
2014-06-01T00:00:00.000,mobile,Safari,727,761,72.7989
2014-06-01T00:00:00.000,tablet,Android Browser,69,69,50.7246
2014-06-01T00:00:00.000,tablet,Safari,415,415,58.3133
2014-06-02T00:00:00.000,desktop,Chrome,2976,3287,44.2044
2014-06-02T00:00:00.000,desktop,Firefox,1073,1142,57.5306
2014-06-02T00:00:00.000,desktop,Internet Explorer,3045,3633,39.0586
2014-06-02T00:00:00.000,desktop,Safari,1107,1211,57.1429
2014-06-02T00:00:00.000,mobile,Android Browser,381,450,53.7778
2014-06-02T00:00:00.000,mobile,Chrome,588,623,55.5377
2014-06-02T00:00:00.000,mobile,Internet Explorer,35,35,100
2014-06-02T00:00:00.000,mobile,Opera Mini,35,35,100
2014-06-02T00:00:00.000,mobile,Safari,1107,1177,67.6296
2014-06-02T00:00:00.000,mobile,Safari (in-app),138,138,100
2014-06-02T00:00:00.000,tablet,Android Browser,69,69,50.7246
2014-06-02T00:00:00.000,tablet,Chrome,104,104,0
2014-06-02T00:00:00.000,tablet,Safari,346,381,45.4068
2014-06-02T00:00:00.000,tablet,Safari (in-app),35,69,100
2014-06-03T00:00:00.000,desktop,Chrome,2872,3183,48.9161
2014-06-03T00:00:00.000,desktop,Firefox,1211,1246,41.6533
2014-06-03T00:00:00.000,desktop,IE with Chrome Frame,35,35,100
2014-06-03T00:00:00.000,desktop,Internet Explorer,3183,3841,53.1632
2014-06-03T00:00:00.000,desktop,Safari,554,554,50
2014-06-03T00:00:00.000,mobile,Android Browser,208,208,66.3462
2014-06-03T00:00:00.000,mobile,Chrome,554,554,68.7726
2014-06-03T00:00:00.000,mobile,Firefox,35,35,100
2014-06-03T00:00:00.000,mobile,Internet Explorer,104,104,33.6538
2014-06-03T00:00:00.000,mobile,Opera Mini,35,35,100
2014-06-03T00:00:00.000,mobile,Safari,969,1142,84.8511
2014-06-03T00:00:00.000,mobile,Safari (in-app),138,173,79.7688
2014-06-03T00:00:00.000,tablet,Android Browser,69,104,66.3462
2014-06-03T00:00:00.000,tablet,Chrome,69,69,100
2014-06-03T00:00:00.000,tablet,Safari,450,484,42.9752
2014-06-04T00:00:00.000,desktop,Chrome,2457,2768,55.0217
2014-06-04T00:00:00.000,desktop,Firefox,1038,1038,56.6474
2014-06-04T00:00:00.000,desktop,Internet Explorer,2664,3495,44.5494
2014-06-04T00:00:00.000,desktop,Maxthon,35,35,100
2014-06-04T00:00:00.000,desktop,Safari,346,415,33.253
2014-06-04T00:00:00.000,mobile,Android Browser,623,761,72.7989
2014-06-04T00:00:00.000,mobile,Chrome,415,484,64.2562
2014-06-04T00:00:00.000,mobile,Internet Explorer,69,69,50.7246
2014-06-04T00:00:00.000,mobile,Safari,1038,1177,67.6296
2014-06-04T00:00:00.000,mobile,Safari (in-app),104,104,66.3462
2014-06-04T00:00:00.000,tablet,Android Browser,104,104,66.3462
2014-06-04T00:00:00.000,tablet,Chrome,69,104,100
2014-06-04T00:00:00.000,tablet,Safari,346,415,41.6867
2014-06-04T00:00:00.000,tablet,Safari (in-app),69,69,100
2014-06-05T00:00:00.000,desktop,Chrome,2561,3080,65.1623
2014-06-05T00:00:00.000,desktop,Firefox,1107,1280,62.1875
2014-06-05T00:00:00.000,desktop,Internet Explorer,2353,2907,48.8132
2014-06-05T00:00:00.000,desktop,Opera,35,35,100
2014-06-05T00:00:00.000,desktop,Safari,519,519,40.0771
2014-06-05T00:00:00.000,mobile,Android Browser,519,554,81.2274
2014-06-05T00:00:00.000,mobile,BlackBerry,35,35,100
2014-06-05T00:00:00.000,mobile,Chrome,277,311,77.8135
2014-06-05T00:00:00.000,mobile,Safari,761,865,60
2014-06-05T00:00:00.000,mobile,Safari (in-app),69,69,100
2014-06-05T00:00:00.000,tablet,Android Browser,69,69,50.7246
2014-06-05T00:00:00.000,tablet,Chrome,69,69,50.7246
2014-06-05T00:00:00.000,tablet,Safari,346,381,63.5171
2014-06-06T00:00:00.000,desktop,Chrome,2180,2526,60.293
2014-06-06T00:00:00.000,desktop,Firefox,1003,1003,55.2343
2014-06-06T00:00:00.000,desktop,Internet Explorer,2526,2976,38.3737
2014-06-06T00:00:00.000,desktop,Safari,519,519,40.0771
2014-06-06T00:00:00.000,mobile,Android Browser,346,450,61.5556
2014-06-06T00:00:00.000,mobile,Chrome,450,588,58.8435
2014-06-06T00:00:00.000,mobile,Opera Mini,35,35,100
2014-06-06T00:00:00.000,mobile,Safari,588,623,61.1557
2014-06-06T00:00:00.000,mobile,Safari (in-app),35,35,100
2014-06-06T00:00:00.000,tablet,Android Browser,104,138,25.3623
2014-06-06T00:00:00.000,tablet,Chrome,35,35,0
2014-06-06T00:00:00.000,tablet,Safari,138,138,50
2014-06-07T00:00:00.000,desktop,Chrome,761,796,60.804
2014-06-07T00:00:00.000,desktop,Firefox,588,588,58.8435
2014-06-07T00:00:00.000,desktop,Internet Explorer,727,761,54.5335
2014-06-07T00:00:00.000,desktop,Opera,35,35,100
2014-06-07T00:00:00.000,desktop,Safari,761,796,65.201
2014-06-07T00:00:00.000,mobile,Android Browser,415,588,82.3129
2014-06-07T00:00:00.000,mobile,Chrome,242,311,100
2014-06-07T00:00:00.000,mobile,Internet Explorer,35,35,100
2014-06-07T00:00:00.000,mobile,Opera Mini,35,35,100
2014-06-07T00:00:00.000,mobile,Safari,727,727,85.6946
2014-06-07T00:00:00.000,mobile,YaBrowser,35,35,100
2014-06-07T00:00:00.000,tablet,Android Browser,35,35,100
2014-06-07T00:00:00.000,tablet,Safari,311,311,44.373
2014-06-08T00:00:00.000,desktop,Chrome,969,969,75.0258
2014-06-08T00:00:00.000,desktop,Firefox,450,450,46.2222
2014-06-08T00:00:00.000,desktop,Internet Explorer,623,623,49.9197
2014-06-08T00:00:00.000,desktop,Mozilla Compatible Agent,35,35,100
2014-06-08T00:00:00.000,desktop,Safari,657,761,54.5335
2014-06-08T00:00:00.000,mobile,Android Browser,346,450,92.2222
2014-06-08T00:00:00.000,mobile,BlackBerry,35,35,100
2014-06-08T00:00:00.000,mobile,Chrome,484,519,79.9615
2014-06-08T00:00:00.000,mobile,Opera Mini,35,35,100
2014-06-08T00:00:00.000,mobile,Safari,865,865,75.9538
2014-06-08T00:00:00.000,mobile,Safari (in-app),35,35,100
2014-06-08T00:00:00.000,tablet,Chrome,69,69,50.7246
2014-06-08T00:00:00.000,tablet,Safari,484,588,70.5782
2014-06-09T00:00:00.000,desktop,Chrome,2595,2907,57.1379
2014-06-09T00:00:00.000,desktop,Firefox,796,865,67.9769
2014-06-09T00:00:00.000,desktop,Internet Explorer,3114,3564,49.523
2014-06-09T00:00:00.000,desktop,Safari,796,830,41.6867
2014-06-09T00:00:00.000,mobile,Android Browser,588,623,77.6886
2014-06-09T00:00:00.000,mobile,Chrome,450,484,71.4876
2014-06-09T00:00:00.000,mobile,Internet Explorer,35,35,0
2014-06-09T00:00:00.000,mobile,Safari,1107,1177,67.6296
2014-06-09T00:00:00.000,mobile,Safari (in-app),69,69,50.7246
2014-06-09T00:00:00.000,tablet,Amazon Silk,35,35,100
2014-06-09T00:00:00.000,tablet,Android Browser,104,104,100
2014-06-09T00:00:00.000,tablet,Chrome,35,35,0
2014-06-09T00:00:00.000,tablet,Safari,657,934,59.3148
2014-06-10T00:00:00.000,desktop,Chrome,2561,2837,53.6835
2014-06-10T00:00:00.000,desktop,Firefox,1453,1592,50
2014-06-10T00:00:00.000,desktop,IE with Chrome Frame,35,35,100
2014-06-10T00:00:00.000,desktop,Internet Explorer,3322,3841,45.0404
2014-06-10T00:00:00.000,desktop,Safari,1419,1488,51.1425
2014-06-10T00:00:00.000,mobile,Android Browser,692,865,64.0462
2014-06-10T00:00:00.000,mobile,Chrome,830,934,70.3426
2014-06-10T00:00:00.000,mobile,Firefox,35,35,0
2014-06-10T00:00:00.000,mobile,Safari,1315,1419,73.1501
2014-06-10T00:00:00.000,mobile,Safari (in-app),69,69,100
2014-06-10T00:00:00.000,tablet,Android Browser,69,138,75.3623
2014-06-10T00:00:00.000,tablet,Chrome,104,104,66.3462
2014-06-10T00:00:00.000,tablet,Safari,519,657,47.3364
2014-06-10T00:00:00.000,tablet,Safari (in-app),35,35,100
2014-06-11T00:00:00.000,desktop,Chrome,2457,2976,50
2014-06-11T00:00:00.000,desktop,Firefox,1315,1523,65.8569
2014-06-11T00:00:00.000,desktop,IE with Chrome Frame,35,35,0
2014-06-11T00:00:00.000,desktop,Internet Explorer,2907,3495,52.475
2014-06-11T00:00:00.000,desktop,Safari,796,865,40
2014-06-11T00:00:00.000,mobile,Android Browser,554,692,84.9711
2014-06-11T00:00:00.000,mobile,Chrome,623,761,81.866
2014-06-11T00:00:00.000,mobile,Firefox,35,35,100
2014-06-11T00:00:00.000,mobile,Internet Explorer,35,69,100
2014-06-11T00:00:00.000,mobile,S40 Ovi Browser,35,69,0
2014-06-11T00:00:00.000,mobile,Safari,1038,1142,75.7443
2014-06-11T00:00:00.000,mobile,Safari (in-app),69,69,100
2014-06-11T00:00:00.000,tablet,Amazon Silk,35,69,0
2014-06-11T00:00:00.000,tablet,Android Browser,242,242,71.4876
2014-06-11T00:00:00.000,tablet,Chrome,35,69,0
2014-06-11T00:00:00.000,tablet,Safari,484,484,42.9752
2014-06-12T00:00:00.000,desktop,Chrome,2318,2734,55.7059
2014-06-12T00:00:00.000,desktop,Firefox,1142,1177,44.0952
2014-06-12T00:00:00.000,desktop,IE with Chrome Frame,35,35,100
2014-06-12T00:00:00.000,desktop,Internet Explorer,3287,3703,63.5431
2014-06-12T00:00:00.000,desktop,Safari,934,1038,39.9807
2014-06-12T00:00:00.000,mobile,Android Browser,554,588,64.7959
2014-06-12T00:00:00.000,mobile,Chrome,588,830,62.5301
2014-06-12T00:00:00.000,mobile,Internet Explorer,69,104,100
2014-06-12T00:00:00.000,mobile,Opera Mini,35,35,100
2014-06-12T00:00:00.000,mobile,Safari,1003,1003,55.2343
2014-06-12T00:00:00.000,mobile,Safari (in-app),69,69,100
2014-06-12T00:00:00.000,tablet,Android Browser,35,69,50.7246
2014-06-12T00:00:00.000,tablet,Safari,519,519,26.5896
2014-06-13T00:00:00.000,desktop,Chrome,2284,2595,50.6744
2014-06-13T00:00:00.000,desktop,Firefox,554,588,41.1565
2014-06-13T00:00:00.000,desktop,Internet Explorer,2249,2457,50.7123
2014-06-13T00:00:00.000,desktop,Safari,484,588,41.1565
2014-06-13T00:00:00.000,mobile,Android Browser,381,554,43.6823
2014-06-13T00:00:00.000,mobile,Chrome,727,934,74.0899
2014-06-13T00:00:00.000,mobile,Firefox,35,35,0
2014-06-13T00:00:00.000,mobile,Internet Explorer,35,35,100
2014-06-13T00:00:00.000,mobile,Opera Mini,35,35,100
2014-06-13T00:00:00.000,mobile,Safari,657,692,59.9711
2014-06-13T00:00:00.000,mobile,Safari (in-app),69,69,100
2014-06-13T00:00:00.000,tablet,Android Browser,35,35,100
2014-06-13T00:00:00.000,tablet,Chrome,35,35,100
2014-06-13T00:00:00.000,tablet,Safari,415,519,73.4104
2014-06-13T00:00:00.000,tablet,Safari (in-app),35,35,100
2014-06-14T00:00:00.000,desktop,Chrome,727,796,78.2663
2014-06-14T00:00:00.000,desktop,Firefox,346,381,72.7034
2014-06-14T00:00:00.000,desktop,Internet Explorer,761,865,47.9769
2014-06-14T00:00:00.000,desktop,Safari,450,450,53.7778
2014-06-14T00:00:00.000,desktop,UC Browser,35,35,0
2014-06-14T00:00:00.000,mobile,Android Browser,346,381,63.5171
2014-06-14T00:00:00.000,mobile,BlackBerry,69,69,50.7246
2014-06-14T00:00:00.000,mobile,Chrome,381,519,79.9615
2014-06-14T00:00:00.000,mobile,Internet Explorer,69,69,50.7246
2014-06-14T00:00:00.000,mobile,Nokia Browser,35,35,100
2014-06-14T00:00:00.000,mobile,Opera Mini,69,69,100
2014-06-14T00:00:00.000,mobile,Safari,588,692,59.9711
2014-06-14T00:00:00.000,mobile,UC Browser,35,35,0
2014-06-14T00:00:00.000,tablet,Chrome,35,35,100
2014-06-14T00:00:00.000,tablet,Safari,346,381,36.2205
2014-06-15T00:00:00.000,desktop,Chrome,1142,1142,66.6375
2014-06-15T00:00:00.000,desktop,Firefox,311,311,77.8135
2014-06-15T00:00:00.000,desktop,Internet Explorer,727,727,47.5928
2014-06-15T00:00:00.000,desktop,Opera,35,35,100
2014-06-15T00:00:00.000,desktop,Safari,554,588,52.8912
2014-06-15T00:00:00.000,mobile,Android Browser,346,381,72.7034
2014-06-15T00:00:00.000,mobile,Chrome,450,519,59.9229
2014-06-15T00:00:00.000,mobile,Nokia Browser,69,69,100
2014-06-15T00:00:00.000,mobile,Safari,692,727,76.2036
2014-06-15T00:00:00.000,tablet,Android Browser,35,35,100
2014-06-15T00:00:00.000,tablet,Chrome,35,35,100
2014-06-15T00:00:00.000,tablet,Safari,381,381,72.7034
2014-06-16T00:00:00.000,desktop,Chrome,2388,2595,45.3565
2014-06-16T00:00:00.000,desktop,Firefox,830,900,57.6667
2014-06-16T00:00:00.000,desktop,IE with Chrome Frame,35,35,100
2014-06-16T00:00:00.000,desktop,Internet Explorer,2699,3218,40.8639
2014-06-16T00:00:00.000,desktop,Safari,969,1073,58.0615
2014-06-16T00:00:00.000,mobile,Android Browser,311,346,80.0578
2014-06-16T00:00:00.000,mobile,BlackBerry,35,35,100
2014-06-16T00:00:00.000,mobile,Chrome,588,727,85.6946
2014-06-16T00:00:00.000,mobile,Firefox,35,35,100
2014-06-16T00:00:00.000,mobile,Internet Explorer,69,69,100
2014-06-16T00:00:00.000,mobile,Safari,1003,1177,70.5183
2014-06-16T00:00:00.000,mobile,Safari (in-app),138,138,100
2014-06-16T00:00:00.000,tablet,Amazon Silk,35,35,100
2014-06-16T00:00:00.000,tablet,Android Browser,69,69,100
2014-06-16T00:00:00.000,tablet,Chrome,69,69,50.7246
2014-06-16T00:00:00.000,tablet,Safari,588,657,57.9909
2014-06-16T00:00:00.000,tablet,Safari (in-app),69,69,100
2014-06-17T00:00:00.000,desktop,Chrome,2768,3149,48.3646
2014-06-17T00:00:00.000,desktop,Firefox,796,796,47.8643
2014-06-17T00:00:00.000,desktop,Internet Explorer,2872,3287,45.2692
2014-06-17T00:00:00.000,desktop,Safari,796,830,50
2014-06-17T00:00:00.000,mobile,Android Browser,346,415,83.3735
2014-06-17T00:00:00.000,mobile,Chrome,554,727,80.8803
2014-06-17T00:00:00.000,mobile,Opera Mini,35,35,100
2014-06-17T00:00:00.000,mobile,S40 Ovi Browser,35,35,100
2014-06-17T00:00:00.000,mobile,Safari,865,969,78.5346
2014-06-17T00:00:00.000,mobile,Safari (in-app),138,138,100
2014-06-17T00:00:00.000,tablet,Android Browser,173,173,39.8844
2014-06-17T00:00:00.000,tablet,Chrome,35,35,100
2014-06-17T00:00:00.000,tablet,Safari,450,450,61.5556
2014-06-18T00:00:00.000,desktop,Chrome,2491,2734,50.6218
2014-06-18T00:00:00.000,desktop,Firefox,1003,1073,41.9385
2014-06-18T00:00:00.000,desktop,Internet Explorer,2699,3287,42.1053
2014-06-18T00:00:00.000,desktop,Safari,761,796,56.5327
2014-06-18T00:00:00.000,mobile,Android Browser,415,484,78.719
2014-06-18T00:00:00.000,mobile,Chrome,588,727,76.2036
2014-06-18T00:00:00.000,mobile,Internet Explorer,69,69,50.7246
2014-06-18T00:00:00.000,mobile,NetFront,35,35,100
2014-06-18T00:00:00.000,mobile,Safari,865,900,84.5556
2014-06-18T00:00:00.000,mobile,Safari (in-app),173,173,100
2014-06-18T00:00:00.000,tablet,Android Browser,35,35,100
2014-06-18T00:00:00.000,tablet,Safari,484,623,61.1557
2014-06-18T00:00:00.000,tablet,Safari (in-app),35,35,100
2014-06-19T00:00:00.000,desktop,Chrome,2768,2837,60.9799
2014-06-19T00:00:00.000,desktop,Firefox,969,1003,48.2552
2014-06-19T00:00:00.000,desktop,IE with Chrome Frame,35,35,100
2014-06-19T00:00:00.000,desktop,Internet Explorer,2422,2803,48.1627
2014-06-19T00:00:00.000,desktop,Safari,830,830,45.9036
2014-06-19T00:00:00.000,mobile,Android Browser,346,346,69.9422
2014-06-19T00:00:00.000,mobile,Chrome,727,761,72.7989
2014-06-19T00:00:00.000,mobile,Internet Explorer,104,104,33.6538
2014-06-19T00:00:00.000,mobile,Opera Mini,69,69,100
2014-06-19T00:00:00.000,mobile,Safari,1107,1246,74.9599
2014-06-19T00:00:00.000,mobile,Safari (in-app),35,35,0
2014-06-19T00:00:00.000,tablet,Android Browser,69,104,100
2014-06-19T00:00:00.000,tablet,BlackBerry,35,35,0
2014-06-19T00:00:00.000,tablet,Chrome,104,104,100
2014-06-19T00:00:00.000,tablet,Safari,311,381,36.2205
2014-06-19T00:00:00.000,tablet,Safari (in-app),35,35,0
2014-06-20T00:00:00.000,desktop,Chrome,2526,2803,77.7738
2014-06-20T00:00:00.000,desktop,Firefox,692,761,40.8673
2014-06-20T00:00:00.000,desktop,Internet Explorer,2007,2249,35.3935
2014-06-20T00:00:00.000,desktop,Safari,588,623,77.6886
2014-06-20T00:00:00.000,mobile,Android Browser,415,450,61.5556
2014-06-20T00:00:00.000,mobile,Chrome,519,657,78.9954
2014-06-20T00:00:00.000,mobile,Firefox,35,35,0
2014-06-20T00:00:00.000,mobile,Internet Explorer,173,173,79.7688
2014-06-20T00:00:00.000,mobile,Safari,865,900,61.5556
2014-06-20T00:00:00.000,mobile,Safari (in-app),35,35,100
2014-06-20T00:00:00.000,tablet,Amazon Silk,35,35,0
2014-06-20T00:00:00.000,tablet,Android Browser,104,173,60.1156
2014-06-20T00:00:00.000,tablet,BlackBerry,35,35,100
2014-06-20T00:00:00.000,tablet,Chrome,35,35,0
2014-06-20T00:00:00.000,tablet,Internet Explorer,35,35,100
2014-06-20T00:00:00.000,tablet,Safari,346,450,38.4444
2014-06-20T00:00:00.000,tablet,Safari (in-app),35,35,100
2014-06-21T00:00:00.000,desktop,Chrome,865,865,60
2014-06-21T00:00:00.000,desktop,Firefox,138,138,75.3623
2014-06-21T00:00:00.000,desktop,Internet Explorer,934,934,55.5675
2014-06-21T00:00:00.000,desktop,Safari,484,484,57.2314
2014-06-21T00:00:00.000,mobile,Android Browser,277,450,76.8889
2014-06-21T00:00:00.000,mobile,BlackBerry,35,35,100
2014-06-21T00:00:00.000,mobile,Chrome,415,484,78.719
2014-06-21T00:00:00.000,mobile,Internet Explorer,35,35,100
2014-06-21T00:00:00.000,mobile,Safari,657,692,80.0578
2014-06-21T00:00:00.000,tablet,Android Browser,69,69,100
2014-06-21T00:00:00.000,tablet,Chrome,35,35,100
2014-06-21T00:00:00.000,tablet,Safari,346,381,36.2205
2014-06-22T00:00:00.000,desktop,Chrome,1246,1280,54.0625
2014-06-22T00:00:00.000,desktop,Firefox,623,623,27.7689
